Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth
D000617,Suzan DelBene,House,Democrat,WA,District 1,2025-01-03,64,1962-02-17,"Reed College (BA in Biology), University of Washington (MBA)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Ways and Means; House Committee on Ways and Means (Subcommittee),"$53,234,032"
M001184,Thomas Massie,House,Republican,KY,District 4,2025-01-03,55,1971-01-13,Master of Science in Mechanical Engineering from the Massachusetts Institute of Technology (MIT),"Technology entrepreneur, inventor, and founder of SensAble Technologies",Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and federal debt reduction, Second Amendment advocacy and gun rights, Civil liberties, privacy, and opposition to government surveillance",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on the Judiciary; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on the Judiciary (Subcommittee),"$2,825,000"
S001194,Brian Schatz,Senate,Democrat,HI,Unknown,2023-01-03,53,1972-10-20,"Bachelor of Arts in Philosophy, Pomona College",Nonprofit director and teacher,Unknown,Unknown,Individual/PAC contributions,"Climate change and clean energy, Healthcare access, Native Hawaiian affairs",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Appropriations; Senate Committee on Appropriations (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on Indian Affairs; Senate Select Committee on Ethics",N/A (No net worth disclosure provided in sources)
F000454,Bill Foster,House,Democrat,IL,District 11,2025-01-03,70,1955-10-07,Ph.D. in Physics from Harvard University,Particle physicist at Fermilab and entrepreneur (co-founder of Electronic Theatre Controls),Unknown,Unknown,Individual/PAC contributions,"Science, technology, and innovation policy, Financial services regulation and consumer protection, Fiscal responsibility and economic growth",Projected ~95%-99% Democratic (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Financial Services; House Committee on Financial Services (Subcommittee)","$17,891,011"
T000468,Dina Titus,House,Democrat,NV,District 1,2025-01-03,76,1950-05-23,Ph.D. in Political Science from Florida State University,"Political Science Professor at the University of Nevada, Las Vegas (UNLV)",Unknown,Unknown,Individual/PAC contributions,"Transportation and Infrastructure, Animal Welfare, Education and Civil Rights",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Foreign Affairs; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Foreign Affairs (Subcommittee),"$5,376,028"
C001095,Tom Cotton,Senate,Republican,AR,Unknown,2021-01-03,49,1977-05-13,Juris Doctor (J.D.) from Harvard Law School,"U.S. Army Officer, Attorney, Management Consultant",Unknown,Unknown,Individual/PAC contributions,"National Security and Foreign Policy, Immigration Enforcement and Border Security, Law Enforcement and Criminal Justice",Projected ~95%-99% Republican (High Cohesion),Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Joint Economic Committee; Senate Select Committee on Intelligence,N/A (No net worth disclosure provided in sources)
H001068,Jared Huffman,House,Democrat,CA,District 2,2025-01-03,62,1964-02-18,Juris Doctor (J.D.) from Boston College Law School,Environmental attorney and public interest lawyer,Unknown,Unknown,Individual/PAC contributions,"Environmental protection and climate change mitigation, Public lands, oceans, and wildlife conservation, Water resource management and infrastructure",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Natural Resources (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),"$462,509"
B001287,Ami Bera,House,Democrat,CA,District 6,2025-01-03,61,1965-03-02,"Doctor of Medicine (M.D.), University of California, Irvine","Physician, Chief Medical Officer for Sacramento County, and Associate Dean for Admissions at UC Davis School of Medicine",Unknown,Unknown,Individual/PAC contributions,"Healthcare access and public health, Foreign policy and national security (specifically Indo-Pacific relations), Economic growth and job creation",Projected ~95%-99% Democratic (High Cohesion),House Permanent Select Committee on Intelligence; House Committee on Foreign Affairs; House Committee on Foreign Affairs (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),"$3,616,543"
B001285,Julia Brownley,House,Democrat,CA,District 26,2025-01-03,73,1952-08-28,Master of Business Administration (MBA) from American University,Marketing and sales executive,593205.07,647359.17,Individual/PAC contributions,"Veterans' affairs, Environmental protection and climate change, Public education",Projected ~95%-99% Democratic (High Cohesion),House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs; House Committee on Natural Resources (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Veterans' Affairs (Subcommittee),"$1,322,014"
R000599,Raul Ruiz,House,Democrat,CA,District 25,2025-01-03,53,1972-08-25,"University of California, Los Angeles (BS), Harvard Medical School (MD), Harvard Kennedy School (MPP), Harvard Chan School (MPH)",Public service,2093907.02,1240151.98,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),"$326,505"
T000472,Mark Takano,House,Democrat,CA,District 39,2025-01-03,65,1960-12-10,"Master of Fine Arts (MFA) from the University of California, Riverside",Public school teacher,Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs and healthcare, Education and workforce development, LGBTQ+ rights and equality",Projected ~95%-99% Democratic (High Cohesion),House Committee on Veterans' Affairs; House Committee on Education and Workforce; House Committee on Education and the Workforce (Subcommittee),"$11,501"
V000130,Juan Vargas,House,Democrat,CA,District 52,2025-01-03,65,1961-03-07,Juris Doctor (J.D.) from Harvard Law School,"Attorney, Insurance Executive",568519.67,495684.42,Individual/PAC contributions,"Immigration Reform, Financial Services and Consumer Protection, Healthcare Access",Projected ~95%-99% Democratic (High Cohesion),House Committee on Financial Services; House Committee on Financial Services (Subcommittee),"$1,553,505"
P000608,Scott Peters,House,Democrat,CA,District 50,2025-01-03,68,1958-06-17,"Duke University (BA in Political Science), New York University School of Law (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on the Budget; House Committee on Energy and Commerce (Subcommittee),"$86,224,049"
F000462,Lois Frankel,House,Democrat,FL,District 22,2025-01-03,78,1948-05-16,Juris Doctor (J.D.) from Georgetown University Law Center,Attorney in private practice,Unknown,Unknown,Individual/PAC contributions,"Women's rights and reproductive freedom, Healthcare and seniors' advocacy, Foreign affairs and U.S.-Israel relations",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),"$1,618,011"
D000622,Tammy Duckworth,Senate,Democrat,IL,Unknown,2023-01-03,58,1968-03-12,"University of Hawaii at Manoa (BA in Political Science), George Washington University (MA), Northern Illinois University (Ph.D.)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on Veterans' Affairs","$471,022"
B001282,Garland Barr,House,Republican,KY,District 6,2025-01-03,53,1973-07-24,Juris Doctor (J.D.) from the University of Kentucky College of Law,Attorney in private practice and Deputy General Counsel to the Governor of Kentucky,Unknown,Unknown,Individual/PAC contributions,"Financial services and banking regulation, national security and countering China, and advocacy for the horse racing and agricultural industries",Projected ~95%-99% Republican (High Cohesion),House Committee on Financial Services; House Committee on Foreign Affairs; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Foreign Affairs (Subcommittee); House Committee on Financial Services (Subcommittee),N/A (No net worth disclosure provided in sources)
W000817,Elizabeth Warren,Senate,Democrat,MA,Unknown,2025-01-03,77,1949-06-22,"J.D., Rutgers Law School",Law Professor and Consumer Protection Advocate,Unknown,Unknown,Individual/PAC contributions,"Consumer protection and financial system reform, Economic inequality and wealth tax implementation, Healthcare access and affordability",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Finance; Senate Committee on Finance (Subcommittee); Senate Special Committee on Aging","$9,652,512"
K000383,Angus King,Senate,Independent,ME,Unknown,2025-01-03,82,1944-03-31,Juris Doctor (J.D.) from the University of Virginia School of Law,Attorney and energy conservation entrepreneur,Unknown,Unknown,Individual/PAC contributions,"Climate change and renewable energy, National security and intelligence, Rural broadband and infrastructure expansion",Projected caucuses with Democrats (Historical ~90%-95% alignment),Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Veterans' Affairs; Senate Select Committee on Intelligence,"$16,023,078"
W000812,Ann Wagner,House,Republican,MO,District 2,2025-01-03,63,1962-09-13,"Bachelor of Science in Business Administration (BSBA), University of Missouri","Business analyst and marketing manager at Hallmark Cards and Ralston Purina, Political party executive (Chair of the Missouri Republican Party and Co-Chair of the Republican National Committee)",Unknown,Unknown,Individual/PAC contributions,"Combating human trafficking and online child exploitation, Financial services regulation and capital markets access, Pro-life advocacy and family support",Projected ~95%-99% Republican (High Cohesion),House Permanent Select Committee on Intelligence; House Committee on Financial Services; House Committee on Financial Services (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),"$5,361,043"
D000618,Steve Daines,Senate,Republican,MT,Unknown,2021-01-03,63,1962-08-20,"Bachelor of Science in Chemical Engineering, Montana State University",Business executive at Procter & Gamble and RightNow Technologies,1830490.65,2021595.6,Individual/PAC contributions,"Energy and natural resources development, Public lands and conservation, Economic growth and job creation",Projected ~95%-99% Republican (High Cohesion),Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Finance; Senate Committee on Finance (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on Indian Affairs,"$13,847,505"
H001067,Richard Hudson,House,Republican,NC,District 9,2025-01-03,54,1971-11-04,"Bachelor of Arts in History and Political Science, University of North Carolina at Charlotte",Congressional Chief of Staff and Political Consultant,Unknown,Unknown,Individual/PAC contributions,"Second Amendment Rights, Military and Veterans Affairs, Energy and Commerce",Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),"$130,500"
C001096,Kevin Cramer,Senate,Republican,ND,Unknown,2025-01-03,65,1961-01-21,"Master of Arts in Management, University of Mary","State Tourism Director, Economic Development Director, Political Campaign and Party Administrator",Unknown,Unknown,Individual/PAC contributions,"Energy Independence and Deregulation, Agricultural Support and Trade, National Defense and Military Infrastructure",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Environment and Public Works; Senate Committee on Environment and Public Works (Subcommittee); Senate Committee on Veterans' Affairs",N/A (No net worth disclosure provided in sources)
F000463,Deb Fischer,Senate,Republican,NE,Unknown,2025-01-03,75,1951-03-01,"Bachelor of Science in Education, University of Nebraska-Lincoln",Rancher and co-owner of Sunny Slope Ranch,Unknown,Unknown,Individual/PAC contributions,"Agriculture and Rural Development, National Defense and Military Readiness, Infrastructure and Transportation",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Appropriations; Senate Committee on Appropriations (Subcommittee); Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Rules and Administration; Joint Committee on Printing; Joint Committee of Congress on the Library; Senate Select Committee on Ethics","$323,501"
M001188,Grace Meng,House,Democrat,NY,District 6,2025-01-03,50,1975-10-01,Juris Doctor (J.D.) from Yeshiva University's Benjamin N. Cardozo School of Law,Attorney in public interest and private practice,Unknown,Unknown,Individual/PAC contributions,"Asian American and Pacific Islander (AAPI) advocacy and civil rights, Family and children's issues (including childcare and paid leave), Infrastructure and environmental protection",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
J000294,Hakeem Jeffries,House,Democrat,NY,District 8,2025-01-03,56,1970-08-04,"Binghamton University (BA in Political Science), Georgetown University (MPP), New York University School of Law (JD)",Public service,Unknown,Unknown,"Corporate PACs, trial lawyers, labor unions","Criminal justice reform, First Step Act expansion, healthcare subsidy extension",99% Democratic / 1% Republican,None assigned,"$500,000 - $1,500,000 (Based on public administration ranges)"
B001281,Joyce Beatty,House,Democrat,OH,District 3,2025-01-03,76,1950-03-12,"Master of Science in Counseling, Wright State University",Higher education administrator and business consultant,1201451.2,1137203.68,Individual/PAC contributions,"Financial services and housing accessibility, Civil rights, diversity, and inclusion, Women's health and economic empowerment",Projected ~95%-99% Democratic (High Cohesion),House Committee on Financial Services; House Committee on Financial Services (Subcommittee),"$2,508,515"
J000295,David Joyce,House,Republican,OH,District 14,2025-01-03,69,1957-03-17,Juris Doctor (J.D.) from the University of Dayton School of Law,Geauga County Prosecuting Attorney and Public Defender,1410643.06,1031923.74,Individual/PAC contributions,"Great Lakes preservation and environmental protection, Fiscal responsibility and federal appropriations, Combating the opioid epidemic and supporting addiction recovery",Projected ~95%-99% Republican (High Cohesion),House Committee on Appropriations; House Committee on Homeland Security; House Committee on Appropriations (Subcommittee); House Committee on Homeland Security (Subcommittee),"$3,158,557"
P000605,Scott Perry,House,Republican,PA,District 10,2025-01-03,64,1962-05-27,"Master of Strategic Studies, U.S. Army War College",President of Hydrotech Mechanical Services (environmental contracting) and Brigadier General in the Pennsylvania Army National Guard,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and federal spending reduction, National security and defense, Border security and immigration enforcement",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Oversight and Government Reform; House Permanent Select Committee on Intelligence; House Committee on Foreign Affairs; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Committee on Foreign Affairs (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),"$856,009"
C001098,Ted Cruz,Senate,Republican,TX,Unknown,2025-01-03,55,1970-12-22,Juris Doctor (J.D.) from Harvard Law School,Attorney and Solicitor General of Texas,Unknown,Unknown,Individual/PAC contributions,"Constitutional conservatism and judicial appointments, Economic deregulation and tax reform, Border security and immigration enforcement",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Commerce, Science, and Transportation; Senate Committee on Commerce, Science, and Transportation (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on Rules and Administration; Senate Committee on the Judiciary; Senate Committee on the Judiciary (Subcommittee)","$1,661,021"
W000814,Randy Weber,House,Republican,TX,District 14,2025-01-03,73,1953-07-02,"Bachelor of Science in Public Administration, University of Houston–Clear Lake",Small business owner (founded Weber's Air Conditioning and Heating),972560.89,671254.64,Individual/PAC contributions,"Energy independence and Gulf Coast energy production, Border security and immigration enforcement, Fiscal conservatism and federal spending reduction",Projected ~95%-99% Republican (High Cohesion),"House Committee on Science, Space, and Technology; House Committee on Energy and Commerce; House Committee on Science, Space, and Technology (Subcommittee); House Committee on Energy and Commerce (Subcommittee)","$600,501"
C001091,Joaquin Castro,House,Democrat,TX,District 20,2025-01-03,51,1974-09-16,"Stanford University (BA in Political Science/Communications), Harvard Law School (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),House Permanent Select Committee on Intelligence; House Committee on Foreign Affairs; House Committee on Foreign Affairs (Subcommittee); House Permanent Select Committee on Intelligence (Subcommittee),"$132,500"
W000816,Roger Williams,House,Republican,TX,District 25,2025-01-03,76,1949-09-13,Bachelor of Arts from Texas Christian University,Car dealership owner and businessman,Unknown,Unknown,Individual/PAC contributions,"Small business advocacy and tax relief, Border security and immigration enforcement, Military and national defense support",Projected ~95%-99% Republican (High Cohesion),House Committee on Financial Services; House Committee on Small Business; House Committee on Financial Services (Subcommittee),"$13,295,011"
V000131,Marc Veasey,House,Democrat,TX,District 33,2025-01-03,55,1971-01-03,Bachelor of Science in Mass Communication from Texas Wesleyan University,Congressional staffer and journalist,Unknown,Unknown,Individual/PAC contributions,"Voting rights and election reform, Healthcare access and affordability, Job creation and economic development",Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),"$20,507"
K000384,Timothy Kaine,Senate,Democrat,VA,Unknown,2025-01-03,68,1958-02-26,Juris Doctor (J.D.) from Harvard Law School,Civil rights attorney and law professor,Unknown,Unknown,Individual/PAC contributions,"Healthcare access and affordability, Education and job training, National security and foreign policy",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on Health, Education, Labor, and Pensions; Senate Committee on Health, Education, Labor, and Pensions (Subcommittee); Senate Committee on the Budget",N/A (No net worth disclosure provided in sources)
P000607,Mark Pocan,House,Democrat,WI,District 2,2025-01-03,61,1964-08-14,"Bachelor of Science in Journalism, University of Wisconsin–Madison","Small business owner (founded Budget Prints, a specialty printing shop)",Unknown,Unknown,Individual/PAC contributions,"LGBTQ+ equality and civil rights, Labor, workers' rights, and fair wages, Affordable healthcare and public education access",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Foreign Affairs; House Committee on Appropriations (Subcommittee),"$183,001"
K000385,Robin Kelly,House,Democrat,IL,District 2,2025-01-03,70,1956-04-30,Ph.D. in Political Science from Northern Illinois University,Counselor and local government administrator,Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, Healthcare access and maternal health disparities, Economic development and job creation",Projected ~95%-99% Democratic (High Cohesion),House Committee on Energy and Commerce; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
S001195,Jason Smith,House,Republican,MO,District 8,2025-01-03,46,1980-06-16,Juris Doctor (J.D.) from Oklahoma City University School of Law,"Attorney, real estate agent, and family farmer",5264182.96,3269224.39,Individual/PAC contributions,"Tax policy and fiscal responsibility, Agriculture and rural development, Economic growth and trade",Projected ~95%-99% Republican (High Cohesion),Joint Committee on Taxation; House Committee on Ways and Means,N/A (No net worth disclosure provided in sources)
B001288,Cory Booker,Senate,Democrat,NJ,Unknown,2021-01-03,57,1969-04-27,Juris Doctor (JD) from Yale Law School,Staff Attorney at the Urban Justice Center and Community Organizer,Unknown,Unknown,Individual/PAC contributions,"Criminal justice reform, Economic inequality and social justice, Healthcare access and reform",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Foreign Relations; Senate Committee on Foreign Relations (Subcommittee); Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary; Senate Committee on the Judiciary (Subcommittee)",N/A (No net worth disclosure provided in sources)
C001101,Katherine Clark,House,Democrat,MA,District 5,2025-01-03,63,1963-07-17,Master of Public Administration (M.P.A.) from Harvard University,"Attorney, General Counsel for the Massachusetts Department of Early Education and Care, and Assistant Attorney General",Unknown,Unknown,Individual/PAC contributions,"Affordable childcare and early childhood education, Women's reproductive rights and gender equality, Opioid addiction prevention and mental health services",Projected ~95%-99% Democratic (High Cohesion),None assigned,N/A (No net worth disclosure provided in sources)
N000188,Donald Norcross,House,Democrat,NJ,District 1,2025-01-03,67,1958-12-13,"Associate of Science in Criminal Justice, Camden County College",Electrician and labor union leader,1657743.45,999632.88,Individual/PAC contributions,"Labor and workers' rights, Workforce development and apprenticeship programs, National security and defense",Projected ~95%-99% Democratic (High Cohesion),House Committee on Armed Services; House Committee on Education and Workforce; House Committee on Armed Services (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
A000370,Alma Adams,House,Democrat,NC,District 12,2025-01-03,80,1946-05-27,Ph.D. in Art Education from The Ohio State University,Art Professor at Bennett College,370506.43,487322.17,Individual/PAC contributions,"Historically Black Colleges and Universities (HBCUs), Education and Workforce Development, Food Insecurity and Hunger",Projected ~95%-99% Democratic (High Cohesion),House Committee on Agriculture; House Committee on Education and Workforce; House Committee on Agriculture (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
P000609,Gary Palmer,House,Republican,AL,District 6,2025-01-03,72,1954-05-14,"Bachelor of Science in Operations Management, University of Alabama","President of the Alabama Policy Institute, Operations Management Consultant",Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and federal budget reform, Energy independence and regulatory relief, Healthcare reform and lowering costs",Projected ~95%-99% Republican (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Energy and Commerce; House Committee on Oversight and Accountability (Subcommittee); House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
H001072,J. Hill,House,Republican,AR,District 2,2025-01-03,69,1956-12-05,"Bachelor of Science (B.S.) in Economics, Vanderbilt University","Commercial banker, founder and CEO of Delta Trust & Banking Corp, and Deputy Assistant Secretary of the Treasury",Unknown,Unknown,Individual/PAC contributions,"Financial services and banking regulatory reform, Fiscal responsibility and economic growth, National security and countering illicit finance",Projected ~95%-99% Republican (High Cohesion),House Permanent Select Committee on Intelligence; House Committee on Financial Services; House Permanent Select Committee on Intelligence (Subcommittee),N/A (No net worth disclosure provided in sources)
W000821,Bruce Westerman,House,Republican,AR,District 4,2025-01-03,58,1967-11-18,Master of Forestry from Yale University,Professional engineer and forester (Mid-South Engineering Company),Unknown,Unknown,Individual/PAC contributions,"Forest management and conservation, Energy independence and natural resources, Fiscal responsibility and economic growth",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
G000574,Ruben Gallego,Senate,Democrat,AZ,Unknown,2025-01-03,46,1979-11-20,"Bachelor of Arts in International Relations, Harvard University",U.S. Marine Corps infantryman and public affairs consultant,Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs and healthcare, Immigration reform and border security, Economic opportunity and working-class advocacy",Projected ~95%-99% Democratic (High Cohesion),"Senate Committee on Banking, Housing, and Urban Affairs; Senate Committee on Banking, Housing, and Urban Affairs (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Committee on Veterans' Affairs; Commission on Security and Cooperation in Europe",N/A (No net worth disclosure provided in sources)
D000623,Mark DeSaulnier,House,Democrat,CA,District 10,2025-01-03,74,1952-03-31,"Bachelor of Arts in History, College of the Holy Cross","Restaurateur, Small business owner",Unknown,Unknown,Individual/PAC contributions,"Transportation and Infrastructure, Labor and Workers' Rights, Education and Mental Health",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Education and Workforce; House Committee on Ethics; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
A000371,Pete Aguilar,House,Democrat,CA,District 33,2025-01-03,47,1979-06-19,"Bachelor of Science in Business Administration and Government, University of Redlands",Business owner and director of government relations,Unknown,Unknown,Individual/PAC contributions,"Economic development and job creation, Immigration reform and support for Dreamers, Gun violence prevention",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
L000582,Ted Lieu,House,Democrat,CA,District 36,2025-01-03,57,1969-03-29,Juris Doctor (J.D.) from Georgetown University Law Center,U.S. Air Force JAG Corps Officer and Private Practice Attorney,Unknown,Unknown,Individual/PAC contributions,"Technology and Artificial Intelligence Regulation, Civil Liberties and Privacy, Climate Change and Environmental Protection",Projected ~95%-99% Democratic (High Cohesion),House Committee on the Judiciary; House Committee on Foreign Affairs; House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
T000474,Norma Torres,House,Democrat,CA,District 35,2025-01-03,61,1965-04-04,"Bachelor of Arts in Labor Studies, National Labor College",911 Dispatcher for the Los Angeles Police Department,Unknown,Unknown,Individual/PAC contributions,"Public Safety and Emergency Services, Affordable Housing and Infrastructure Development, Foreign Affairs and Central American Relations",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on House Administration; House Committee on Appropriations (Subcommittee); Committee on House Administration (Subcommittee),N/A (No net worth disclosure provided in sources)
C001103,Earl Carter,House,Republican,GA,District 1,2025-01-03,68,1957-09-06,"Young Harris College (AS), University of Georgia (BS in Pharmacy)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce; House Committee on the Budget; House Committee on Energy and Commerce (Subcommittee),N/A (No net worth disclosure provided in sources)
L000583,Barry Loudermilk,House,Republican,GA,District 11,2025-01-03,62,1963-12-22,"Bachelor of Science in Occupational Safety and Health, Grantham University","U.S. Air Force Communications Specialist, Information Technology Business Owner",262802.92,309133.1,Individual/PAC contributions,"Financial Services and Regulatory Reform, Government Oversight and Administration, National Security and Constitutional Conservatism",Projected ~95%-99% Republican (High Cohesion),"House Committee on Financial Services; House Committee on House Administration; Committee on House Administration (Subcommittee); House Committee on Financial Services (Subcommittee); House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",N/A (No net worth disclosure provided in sources)
A000372,Rick Allen,House,Republican,GA,District 12,2025-01-03,74,1951-11-07,"Bachelor of Science in Agricultural Business, Auburn University",Founder and operator of R.W. Allen Construction (Commercial Construction Business Owner),Unknown,Unknown,Individual/PAC contributions,"Agriculture and Farm Bill legislation, Education and workforce development, Economic growth, deregulation, and small business support",Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce; House Committee on Education and Workforce; House Committee on Energy and Commerce (Subcommittee); House Committee on Education and the Workforce (Subcommittee),N/A (No net worth disclosure provided in sources)
B001295,Mike Bost,House,Republican,IL,District 12,2025-01-03,65,1960-12-30,"High School Diploma, Murphysboro High School","U.S. Marine, Firefighter, Trucking Business Owner",Unknown,Unknown,Individual/PAC contributions,"Veterans' Affairs, Agriculture, Second Amendment Rights",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Agriculture; House Committee on Veterans' Affairs; House Committee on Agriculture (Subcommittee); House Committee on Transportation and Infrastructure (Subcommittee),N/A (No net worth disclosure provided in sources)
M001196,Seth Moulton,House,Democrat,MA,District 6,2025-01-03,47,1978-10-24,"Joint MBA and MPA, Harvard University",U.S. Marine Corps Officer,Unknown,Unknown,Individual/PAC contributions,"Veterans' healthcare and benefits reform, National security and defense modernization, Transportation infrastructure and high-speed rail",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Armed Services; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Armed Services (Subcommittee),N/A (No net worth disclosure provided in sources)
