Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth,Term End Date,Status
F000454,Bill Foster,House,Democrat,IL,District 11,2025-01-03,70.0,1955-10-07,Ph.D. in Physics from Harvard University,Particle physicist at Fermilab and entrepreneur (co-founder of Electronic Theatre Controls),Unknown,Unknown,Individual/PAC contributions,"Science, technology, and innovation policy, Financial services regulation and consumer protection, Fiscal responsibility and economic growth",DW-NOMINATE: -0.24 (Moderate Democrat) • ~87% Party Loyalty,"House Committee on Financial Services; House Committee on Science, Space, and Technology","$17,891,011",2027-01-03,
T000468,Dina Titus,House,Democrat,NV,District 1,2025-01-03,76.0,1950-05-23,Ph.D. in Political Science from Florida State University,"Political Science Professor at the University of Nevada, Las Vegas (UNLV)",Unknown,Unknown,Individual/PAC contributions,"Transportation and Infrastructure, Animal Welfare, Education and Civil Rights",DW-NOMINATE: -0.30 (Moderate Democrat) • ~88% Party Loyalty,House Committee on Foreign Affairs; House Committee on Transportation and Infrastructure,"$5,376,028",2027-01-03,
H001068,Jared Huffman,House,Democrat,CA,District 2,2025-01-03,62.0,1964-02-18,Juris Doctor (J.D.) from Boston College Law School,Environmental attorney and public interest lawyer,Unknown,Unknown,Individual/PAC contributions,"Environmental protection and climate change mitigation, Public lands, oceans, and wildlife conservation, Water resource management and infrastructure",DW-NOMINATE: -0.43 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Natural Resources; House Committee on Transportation and Infrastructure,"$462,509",2027-01-03,
B001287,Ami Bera,House,Democrat,CA,District 6,2025-01-03,61.0,1965-03-02,"Doctor of Medicine (M.D.), University of California, Irvine","Physician, Chief Medical Officer for Sacramento County, and Associate Dean for Admissions at UC Davis School of Medicine",Unknown,Unknown,Individual/PAC contributions,"Healthcare access and public health, Foreign policy and national security (specifically Indo-Pacific relations), Economic growth and job creation",DW-NOMINATE: -0.25 (Moderate Democrat) • ~87% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Foreign Affairs; House Permanent Select Committee on Intelligence,"$3,616,543",2027-01-03,
B001285,Julia Brownley,House,Democrat,CA,District 26,2025-01-03,73.0,1952-08-28,Master of Business Administration (MBA) from American University,Marketing and sales executive,593205.07,647359.17,Individual/PAC contributions,"Veterans' affairs, Environmental protection and climate change, Public education",DW-NOMINATE: -0.31 (Moderate Democrat) • ~89% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Veterans' Affairs (Subcommittee); House Committee on Natural Resources; House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs,"$1,322,014",2027-01-03,
R000599,Raul Ruiz,House,Democrat,CA,District 25,2025-01-03,53.0,1972-08-25,"University of California, Los Angeles (BS), Harvard Medical School (MD), Harvard Kennedy School (MPP), Harvard Chan School (MPH)",Public service,2093907.02,1240151.98,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.26 (Moderate Democrat) • ~87% Party Loyalty,House Committee on Energy and Commerce,"$326,505",2027-01-03,
T000472,Mark Takano,House,Democrat,CA,District 39,2025-01-03,65.0,1960-12-10,"Master of Fine Arts (MFA) from the University of California, Riverside",Public school teacher,Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs and healthcare, Education and workforce development, LGBTQ+ rights and equality",DW-NOMINATE: -0.46 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Veterans' Affairs,"$11,501",2027-01-03,
V000130,Juan Vargas,House,Democrat,CA,District 52,2025-01-03,65.0,1961-03-07,Juris Doctor (J.D.) from Harvard Law School,"Attorney, Insurance Executive",568519.67,495684.42,Individual/PAC contributions,"Immigration Reform, Financial Services and Consumer Protection, Healthcare Access",DW-NOMINATE: -0.40 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Financial Services,"$1,553,505",2027-01-03,
P000608,Scott Peters,House,Democrat,CA,District 50,2025-01-03,68.0,1958-06-17,"Duke University (BA in Political Science), New York University School of Law (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.19 (Moderate Democrat) • ~85% Party Loyalty,House Committee on Energy and Commerce; House Committee on the Budget,"$86,224,049",2027-01-03,
F000462,Lois Frankel,House,Democrat,FL,District 22,2025-01-03,78.0,1948-05-16,Juris Doctor (J.D.) from Georgetown University Law Center,Attorney in private practice,Unknown,Unknown,Individual/PAC contributions,"Women's rights and reproductive freedom, Healthcare and seniors' advocacy, Foreign affairs and U.S.-Israel relations",DW-NOMINATE: -0.40 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Appropriations,"$1,618,011",2027-01-03,
B001282,Garland Barr,House,Republican,KY,District 6,2025-01-03,53.0,1973-07-24,Juris Doctor (J.D.) from the University of Kentucky College of Law,Attorney in private practice and Deputy General Counsel to the Governor of Kentucky,Unknown,Unknown,Individual/PAC contributions,"Financial services and banking regulation, national security and countering China, and advocacy for the horse racing and agricultural industries",DW-NOMINATE: +0.49 (Solidly Conservative) • ~94% Party Loyalty,House Committee on Financial Services; House Committee on Foreign Affairs; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
W000812,Ann Wagner,House,Republican,MO,District 2,2025-01-03,63.0,1962-09-13,"Bachelor of Science in Business Administration (BSBA), University of Missouri","Business analyst and marketing manager at Hallmark Cards and Ralston Purina, Political party executive (Chair of the Missouri Republican Party and Co-Chair of the Republican National Committee)",Unknown,Unknown,Individual/PAC contributions,"Combating human trafficking and online child exploitation, Financial services regulation and capital markets access, Pro-life advocacy and family support",DW-NOMINATE: +0.39 (Moderate Republican) • ~91% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Financial Services; House Permanent Select Committee on Intelligence,"$5,361,043",2027-01-03,
H001067,Richard Hudson,House,Republican,NC,District 9,2025-01-03,54.0,1971-11-04,"Bachelor of Arts in History and Political Science, University of North Carolina at Charlotte",Congressional Chief of Staff and Political Consultant,Unknown,Unknown,Individual/PAC contributions,"Second Amendment Rights, Military and Veterans Affairs, Energy and Commerce",DW-NOMINATE: +0.52 (Solidly Conservative) • ~95% Party Loyalty,House Committee on Energy and Commerce,"$130,500",2027-01-03,
M001188,Grace Meng,House,Democrat,NY,District 6,2025-01-03,50.0,1975-10-01,Juris Doctor (J.D.) from Yeshiva University's Benjamin N. Cardozo School of Law,Attorney in public interest and private practice,Unknown,Unknown,Individual/PAC contributions,"Asian American and Pacific Islander (AAPI) advocacy and civil rights, Family and children's issues (including childcare and paid leave), Infrastructure and environmental protection",DW-NOMINATE: -0.37 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Appropriations,N/A (No net worth disclosure provided in sources),2027-01-03,
J000294,Hakeem Jeffries,House,Democrat,NY,District 8,2025-01-03,56.0,1970-08-04,"Binghamton University (BA in Political Science), Georgetown University (MPP), New York University School of Law (JD)",Public service,Unknown,Unknown,"Corporate PACs, trial lawyers, labor unions","Criminal justice reform, First Step Act expansion, healthcare subsidy extension",DW-NOMINATE: -0.48 (Solidly Progressive) • ~94% Party Loyalty,None assigned,"$500,000 - $1,500,000 (Based on public administration ranges)",2027-01-03,
B001281,Joyce Beatty,House,Democrat,OH,District 3,2025-01-03,76.0,1950-03-12,"Master of Science in Counseling, Wright State University",Higher education administrator and business consultant,1201451.2,1137203.68,Individual/PAC contributions,"Financial services and housing accessibility, Civil rights, diversity, and inclusion, Women's health and economic empowerment",DW-NOMINATE: -0.44 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Financial Services,"$2,508,515",2027-01-03,
J000295,David Joyce,House,Republican,OH,District 14,2025-01-03,69.0,1957-03-17,Juris Doctor (J.D.) from the University of Dayton School of Law,Geauga County Prosecuting Attorney and Public Defender,1410643.06,1031923.74,Individual/PAC contributions,"Great Lakes preservation and environmental protection, Fiscal responsibility and federal appropriations, Combating the opioid epidemic and supporting addiction recovery",DW-NOMINATE: +0.25 (Moderate Republican) • ~87% Party Loyalty,House Committee on Homeland Security (Subcommittee); House Committee on Appropriations; House Committee on Homeland Security,"$3,158,557",2027-01-03,
P000605,Scott Perry,House,Republican,PA,District 10,2025-01-03,64.0,1962-05-27,"Master of Strategic Studies, U.S. Army War College",President of Hydrotech Mechanical Services (environmental contracting) and Brigadier General in the Pennsylvania Army National Guard,Unknown,Unknown,Individual/PAC contributions,"Fiscal conservatism and federal spending reduction, National security and defense, Border security and immigration enforcement",DW-NOMINATE: +0.69 (Solidly Conservative) • ~99% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Oversight and Accountability (Subcommittee); House Committee on Foreign Affairs; House Committee on Oversight and Government Reform; House Committee on Transportation and Infrastructure; House Permanent Select Committee on Intelligence,"$856,009",2027-01-03,
W000814,Randy Weber,House,Republican,TX,District 14,2025-01-03,73.0,1953-07-02,"Bachelor of Science in Public Administration, University of Houston–Clear Lake",Small business owner (founded Weber's Air Conditioning and Heating),972560.89,671254.64,Individual/PAC contributions,"Energy independence and Gulf Coast energy production, Border security and immigration enforcement, Fiscal conservatism and federal spending reduction",DW-NOMINATE: +0.72 (Solidly Conservative) • ~99% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Energy and Commerce; House Committee on Science, Space, and Technology","$600,501",2027-01-03,
C001091,Joaquin Castro,House,Democrat,TX,District 20,2025-01-03,51.0,1974-09-16,"Stanford University (BA in Political Science/Communications), Harvard Law School (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.40 (Solidly Progressive) • ~92% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Foreign Affairs; House Permanent Select Committee on Intelligence,"$132,500",2027-01-03,
W000816,Roger Williams,House,Republican,TX,District 25,2025-01-03,76.0,1949-09-13,Bachelor of Arts from Texas Christian University,Car dealership owner and businessman,Unknown,Unknown,Individual/PAC contributions,"Small business advocacy and tax relief, Border security and immigration enforcement, Military and national defense support",DW-NOMINATE: +0.59 (Solidly Conservative) • ~97% Party Loyalty,House Committee on Financial Services; House Committee on Small Business,"$13,295,011",2027-01-03,
V000131,Marc Veasey,House,Democrat,TX,District 33,2025-01-03,55.0,1971-01-03,Bachelor of Science in Mass Communication from Texas Wesleyan University,Congressional staffer and journalist,Unknown,Unknown,Individual/PAC contributions,"Voting rights and election reform, Healthcare access and affordability, Job creation and economic development",DW-NOMINATE: -0.41 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Energy and Commerce,"$20,507",2027-01-03,
P000607,Mark Pocan,House,Democrat,WI,District 2,2025-01-03,61.0,1964-08-14,"Bachelor of Science in Journalism, University of Wisconsin–Madison","Small business owner (founded Budget Prints, a specialty printing shop)",Unknown,Unknown,Individual/PAC contributions,"LGBTQ+ equality and civil rights, Labor, workers' rights, and fair wages, Affordable healthcare and public education access",DW-NOMINATE: -0.52 (Solidly Progressive) • ~95% Party Loyalty,House Committee on Appropriations; House Committee on Foreign Affairs,"$183,001",2027-01-03,
K000385,Robin Kelly,House,Democrat,IL,District 2,2025-01-03,70.0,1956-04-30,Ph.D. in Political Science from Northern Illinois University,Counselor and local government administrator,Unknown,Unknown,Individual/PAC contributions,"Gun violence prevention, Healthcare access and maternal health disparities, Economic development and job creation",DW-NOMINATE: -0.47 (Solidly Progressive) • ~94% Party Loyalty,House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
S001195,Jason Smith,House,Republican,MO,District 8,2025-01-03,46.0,1980-06-16,Juris Doctor (J.D.) from Oklahoma City University School of Law,"Attorney, real estate agent, and family farmer",5264182.96,3269224.39,Individual/PAC contributions,"Tax policy and fiscal responsibility, Agriculture and rural development, Economic growth and trade",DW-NOMINATE: +0.58 (Solidly Conservative) • ~97% Party Loyalty,House Committee on Ways and Means; Joint Committee on Taxation,N/A (No net worth disclosure provided in sources),2027-01-03,
C001101,Katherine Clark,House,Democrat,MA,District 5,2025-01-03,63.0,1963-07-17,Master of Public Administration (M.P.A.) from Harvard University,"Attorney, General Counsel for the Massachusetts Department of Early Education and Care, and Assistant Attorney General",Unknown,Unknown,Individual/PAC contributions,"Affordable childcare and early childhood education, Women's reproductive rights and gender equality, Opioid addiction prevention and mental health services",DW-NOMINATE: -0.48 (Solidly Progressive) • ~94% Party Loyalty,None assigned,N/A (No net worth disclosure provided in sources),2027-01-03,
N000188,Donald Norcross,House,Democrat,NJ,District 1,2025-01-03,67.0,1958-12-13,"Associate of Science in Criminal Justice, Camden County College",Electrician and labor union leader,1657743.45,999632.88,Individual/PAC contributions,"Labor and workers' rights, Workforce development and apprenticeship programs, National security and defense",DW-NOMINATE: -0.42 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Armed Services; House Committee on Education and Workforce; House Committee on Education and the Workforce,N/A (No net worth disclosure provided in sources),2027-01-03,
A000370,Alma Adams,House,Democrat,NC,District 12,2025-01-03,80.0,1946-05-27,Ph.D. in Art Education from The Ohio State University,Art Professor at Bennett College,370506.43,487322.17,Individual/PAC contributions,"Historically Black Colleges and Universities (HBCUs), Education and Workforce Development, Food Insecurity and Hunger",DW-NOMINATE: -0.46 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Agriculture; House Committee on Education and Workforce; House Committee on Education and the Workforce,N/A (No net worth disclosure provided in sources),2027-01-03,
P000609,Gary Palmer,House,Republican,AL,District 6,2025-01-03,72.0,1954-05-14,"Bachelor of Science in Operations Management, University of Alabama","President of the Alabama Policy Institute, Operations Management Consultant",Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and federal budget reform, Energy independence and regulatory relief, Healthcare reform and lowering costs",DW-NOMINATE: +0.67 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Energy and Commerce; House Committee on Oversight and Government Reform,N/A (No net worth disclosure provided in sources),2027-01-03,
H001072,J. Hill,House,Republican,AR,District 2,2025-01-03,69.0,1956-12-05,"Bachelor of Science (B.S.) in Economics, Vanderbilt University","Commercial banker, founder and CEO of Delta Trust & Banking Corp, and Deputy Assistant Secretary of the Treasury",Unknown,Unknown,Individual/PAC contributions,"Financial services and banking regulatory reform, Fiscal responsibility and economic growth, National security and countering illicit finance",DW-NOMINATE: +0.43 (Solidly Conservative) • ~93% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Financial Services; House Permanent Select Committee on Intelligence,N/A (No net worth disclosure provided in sources),2027-01-03,
W000821,Bruce Westerman,House,Republican,AR,District 4,2025-01-03,58.0,1967-11-18,Master of Forestry from Yale University,Professional engineer and forester (Mid-South Engineering Company),Unknown,Unknown,Individual/PAC contributions,"Forest management and conservation, Energy independence and natural resources, Fiscal responsibility and economic growth",DW-NOMINATE: +0.54 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Natural Resources; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
D000623,Mark DeSaulnier,House,Democrat,CA,District 10,2025-01-03,74.0,1952-03-31,"Bachelor of Arts in History, College of the Holy Cross","Restaurateur, Small business owner",Unknown,Unknown,Individual/PAC contributions,"Transportation and Infrastructure, Labor and Workers' Rights, Education and Mental Health",DW-NOMINATE: -0.51 (Solidly Progressive) • ~95% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Ethics; House Committee on Transportation and Infrastructure,N/A (No net worth disclosure provided in sources),2027-01-03,
A000371,Pete Aguilar,House,Democrat,CA,District 33,2025-01-03,47.0,1979-06-19,"Bachelor of Science in Business Administration and Government, University of Redlands",Business owner and director of government relations,Unknown,Unknown,Individual/PAC contributions,"Economic development and job creation, Immigration reform and support for Dreamers, Gun violence prevention",DW-NOMINATE: -0.33 (Moderate Democrat) • ~89% Party Loyalty,House Committee on Appropriations,N/A (No net worth disclosure provided in sources),2027-01-03,
L000582,Ted Lieu,House,Democrat,CA,District 36,2025-01-03,57.0,1969-03-29,Juris Doctor (J.D.) from Georgetown University Law Center,U.S. Air Force JAG Corps Officer and Private Practice Attorney,Unknown,Unknown,Individual/PAC contributions,"Technology and Artificial Intelligence Regulation, Civil Liberties and Privacy, Climate Change and Environmental Protection",DW-NOMINATE: -0.37 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Foreign Affairs; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
T000474,Norma Torres,House,Democrat,CA,District 35,2025-01-03,61.0,1965-04-04,"Bachelor of Arts in Labor Studies, National Labor College",911 Dispatcher for the Los Angeles Police Department,Unknown,Unknown,Individual/PAC contributions,"Public Safety and Emergency Services, Affordable Housing and Infrastructure Development, Foreign Affairs and Central American Relations",DW-NOMINATE: -0.36 (Moderate Democrat) • ~90% Party Loyalty,Committee on House Administration (Subcommittee); House Committee on Appropriations; House Committee on House Administration,N/A (No net worth disclosure provided in sources),2027-01-03,
C001103,Earl Carter,House,Republican,GA,District 1,2025-01-03,68.0,1957-09-06,"Young Harris College (AS), University of Georgia (BS in Pharmacy)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.56 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Energy and Commerce; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
L000583,Barry Loudermilk,House,Republican,GA,District 11,2025-01-03,62.0,1963-12-22,"Bachelor of Science in Occupational Safety and Health, Grantham University","U.S. Air Force Communications Specialist, Information Technology Business Owner",262802.92,309133.1,Individual/PAC contributions,"Financial Services and Regulatory Reform, Government Oversight and Administration, National Security and Constitutional Conservatism",DW-NOMINATE: +0.68 (Solidly Conservative) • ~99% Party Loyalty,"Committee on House Administration (Subcommittee); House Committee on Financial Services; House Committee on House Administration; House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",N/A (No net worth disclosure provided in sources),2027-01-03,
A000372,Rick Allen,House,Republican,GA,District 12,2025-01-03,74.0,1951-11-07,"Bachelor of Science in Agricultural Business, Auburn University",Founder and operator of R.W. Allen Construction (Commercial Construction Business Owner),Unknown,Unknown,Individual/PAC contributions,"Agriculture and Farm Bill legislation, Education and workforce development, Economic growth, deregulation, and small business support",DW-NOMINATE: +0.69 (Solidly Conservative) • ~99% Party Loyalty,House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
B001295,Mike Bost,House,Republican,IL,District 12,2025-01-03,65.0,1960-12-30,"High School Diploma, Murphysboro High School","U.S. Marine, Firefighter, Trucking Business Owner",Unknown,Unknown,Individual/PAC contributions,"Veterans' Affairs, Agriculture, Second Amendment Rights",DW-NOMINATE: +0.40 (Solidly Conservative) • ~92% Party Loyalty,House Committee on Agriculture; House Committee on Transportation and Infrastructure; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
M001196,Seth Moulton,House,Democrat,MA,District 6,2025-01-03,47.0,1978-10-24,"Joint MBA and MPA, Harvard University",U.S. Marine Corps Officer,Unknown,Unknown,Individual/PAC contributions,"Veterans' healthcare and benefits reform, National security and defense modernization, Transportation infrastructure and high-speed rail",DW-NOMINATE: -0.29 (Moderate Democrat) • ~88% Party Loyalty,House Committee on Armed Services; House Committee on Transportation and Infrastructure; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
M001194,John Moolenaar,House,Republican,MI,District 2,2025-01-03,65.0,1961-05-08,"Master of Public Administration, Harvard University",Chemist and charter school administrator,Unknown,Unknown,Individual/PAC contributions,"Agriculture and rural development, Fiscal responsibility and economic growth, Great Lakes preservation and energy",DW-NOMINATE: +0.45 (Solidly Conservative) • ~93% Party Loyalty,House Committee on Appropriations; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
D000624,Debbie Dingell,House,Democrat,MI,District 6,2025-01-03,72.0,1953-11-23,"Master of Science in Liberal Studies, Georgetown University","General Motors executive (President of the GM Foundation and Executive Director of Global Community Relations), Public affairs consultant",Unknown,Unknown,Individual/PAC contributions,"Healthcare reform and lowering prescription drug costs, Environmental protection and Great Lakes preservation, Support for the domestic automotive industry and manufacturing jobs",DW-NOMINATE: -0.40 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Energy and Commerce; House Committee on Natural Resources,N/A (No net worth disclosure provided in sources),2027-01-03,
E000294,Tom Emmer,House,Republican,MN,District 6,2025-01-03,65.0,1961-03-03,Juris Doctor (J.D.) from William Mitchell College of Law,Attorney in private practice,Unknown,Unknown,Individual/PAC contributions,"Financial services and cryptocurrency regulation, Economic growth and tax reform, Agricultural and rural development",DW-NOMINATE: +0.47 (Solidly Conservative) • ~94% Party Loyalty,House Committee on Financial Services,N/A (No net worth disclosure provided in sources),2027-01-03,
R000603,David Rouzer,House,Republican,NC,District 7,2025-01-03,54.0,1972-02-16,"Bachelor of Science in Agricultural Business Management, North Carolina State University","Agricultural consultant, business owner, and USDA Rural Development Associate Administrator",Unknown,Unknown,Individual/PAC contributions,"Agriculture and Rural Development, Infrastructure and Transportation, Coastal Resiliency and Disaster Relief",DW-NOMINATE: +0.57 (Solidly Conservative) • ~97% Party Loyalty,"House Committee on Science, Space, and Technology (Subcommittee); House Committee on Agriculture; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",N/A (No net worth disclosure provided in sources),2027-01-03,
W000822,Bonnie Watson Coleman,House,Democrat,NJ,District 12,2025-01-03,81.0,1945-02-06,"Bachelor of Arts in Business Administration, Thomas Edison State University",New Jersey state government administrator and civil rights director,Unknown,Unknown,Individual/PAC contributions,"Criminal justice reform, Economic justice and poverty alleviation, Advocacy for Black women and girls",DW-NOMINATE: -0.59 (Solidly Progressive) • ~97% Party Loyalty,House Committee on Appropriations; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
S001196,Elise Stefanik,House,Republican,NY,District 21,2025-01-03,42.0,1984-07-02,"Bachelor of Arts in Government, Harvard University",White House policy advisor and management associate at Premium Plywood Products (family business),Unknown,Unknown,Individual/PAC contributions,"National Defense and Military Support, Economic Growth and Job Creation, Border Security and Agriculture",DW-NOMINATE: +0.31 (Moderate Republican) • ~89% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Armed Services; House Committee on Education and Workforce; House Committee on Education and the Workforce; House Permanent Select Committee on Intelligence,N/A (No net worth disclosure provided in sources),2027-01-03,
B001296,Brendan Boyle,House,Democrat,PA,District 2,2025-01-03,49.0,1977-02-06,Master of Public Policy (MPP) from Harvard University,Management Consultant,Unknown,Unknown,Individual/PAC contributions,"Economic Inequality and Tax Reform, Protecting Social Security and Medicare, Affordable Higher Education and Student Debt Relief",DW-NOMINATE: -0.38 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Ways and Means; House Committee on the Budget,N/A (No net worth disclosure provided in sources),2027-01-03,
B001291,Brian Babin,House,Republican,TX,District 36,2025-01-03,78.0,1948-03-23,Doctor of Dental Surgery (D.D.S.) from the University of Texas Dental Branch,Dentist,Unknown,Unknown,Individual/PAC contributions,"Space and Aeronautics, Transportation and Infrastructure, Border Security and Immigration",DW-NOMINATE: +0.71 (Solidly Conservative) • ~99% Party Loyalty,"House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure",N/A (No net worth disclosure provided in sources),2027-01-03,
B001292,Donald Beyer,House,Democrat,VA,District 8,2025-01-03,76.0,1950-06-20,"Bachelor of Arts in Economics, Williams College",Automobile dealership owner and businessman (Beyer Automotive Group),Unknown,Unknown,Individual/PAC contributions,"Climate Change and Environmental Protection, Gun Violence Prevention, Science, Technology, and Artificial Intelligence",DW-NOMINATE: -0.39 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Ways and Means; Joint Economic Committee,N/A (No net worth disclosure provided in sources),2027-01-03,
P000610,Stacey Plaskett,House,Democrat,VI,District 0,2025-01-03,60.0,1966-05-13,Juris Doctor (J.D.) from American University Washington College of Law,Attorney and Prosecutor,Unknown,Unknown,Individual/PAC contributions,"Economic development and infrastructure funding for U.S. territories, Disaster recovery and climate resilience, Voting rights and equal representation for territorial residents",DW-NOMINATE: -0.47 (Solidly Progressive) • ~94% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Ways and Means; House Committee on the Budget; House Permanent Select Committee on Intelligence,N/A (No net worth disclosure provided in sources),2027-01-03,
N000189,Dan Newhouse,House,Republican,WA,District 4,2025-01-03,71.0,1955-07-10,Bachelor of Science in Agricultural Economics from Washington State University,Third-generation farmer and agricultural business owner,Unknown,Unknown,Individual/PAC contributions,"Agriculture and agricultural labor reform, Energy independence and water resource management, Hanford Site cleanup and environmental remediation",DW-NOMINATE: +0.32 (Moderate Republican) • ~89% Party Loyalty,House Committee on Agriculture; House Committee on Appropriations; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
G000576,Glenn Grothman,House,Republican,WI,District 6,2025-01-03,71.0,1955-07-03,Juris Doctor (J.D.) from the University of Wisconsin–Madison,Attorney and tax preparer,Unknown,Unknown,Individual/PAC contributions,"Welfare and public assistance reform, Immigration and border security, Federal budget deficit and government spending reduction",DW-NOMINATE: +0.60 (Solidly Conservative) • ~98% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Education and Workforce; House Committee on Education and the Workforce; House Committee on Oversight and Government Reform; House Committee on the Budget; House Committee on the Judiciary,N/A (No net worth disclosure provided in sources),2027-01-03,
R000600,Aumua Amata Radewagen,House,Republican,AS,District 0,2025-01-03,78.0,1947-12-29,Bachelor of Science from the University of Guam,"Congressional staffer, executive assistant, and community advocate",Unknown,Unknown,Individual/PAC contributions,"Veterans' affairs, Healthcare access in U.S. territories, Economic development and fisheries",DW-NOMINATE: +0.33 (Moderate Republican) • ~89% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Veterans' Affairs (Subcommittee); House Committee on Foreign Affairs; House Committee on Natural Resources; House Committee on Veterans' Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
K000388,Trent Kelly,House,Republican,MS,District 1,2025-01-03,60.0,1966-03-01,"Juris Doctor (J.D.), University of Mississippi School of Law",District Attorney and Major General in the Mississippi Army National Guard,1004204.69,749398.72,Individual/PAC contributions,"National Defense and Military Readiness, Agriculture and Rural Development, Veterans' Support and Services",DW-NOMINATE: +0.64 (Solidly Conservative) • ~99% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Agriculture; House Committee on Armed Services; House Permanent Select Committee on Intelligence,N/A (No net worth disclosure provided in sources),2027-01-03,
L000585,Darin LaHood,House,Republican,IL,District 16,2025-01-03,58.0,1968-07-05,Juris Doctor (J.D.) from John Marshall Law School,Assistant U.S. Attorney and private practice attorney,Unknown,Unknown,Individual/PAC contributions,"International Trade and Agriculture, National Security and Intelligence, Fiscal Conservatism and Tax Reform",DW-NOMINATE: +0.46 (Solidly Conservative) • ~93% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Ways and Means; House Permanent Select Committee on Intelligence; House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,N/A (No net worth disclosure provided in sources),2027-01-03,
